1769397841.528271 server started (2085773): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1769397841.528299 on Linux 6.14.0-37-generic #37~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Nov 20 10:25:38 UTC 2
1769397841.528308 using libevent 2.1.12-stable poll
1769397841.528312 using ncurses 6.4 20240113
1769397841.604475 tty_draw_line: defaults: fg=8, bg=8
1769397841.604479 tty_draw_line: 126 to end of line (0 cleared)
1769397841.604482 tty_clear_line: /dev/pts/0, 126 at 0,25
1769397841.604485 /dev/pts/0: \r
1769397841.604488 /dev/pts/0: \n
1769397841.604491 /dev/pts/0: \033[K
1769397841.604495 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,26 at 0,26, width 126
1769397841.604498 tty_draw_line: px=0 py=26 nx=126 atx=0 aty=26
1769397841.604501 tty_draw_line: defaults: fg=8, bg=8
1769397841.604504 tty_draw_line: 126 to end of line (0 cleared)
1769397841.604508 tty_clear_line: /dev/pts/0, 126 at 0,26
1769397841.604511 /dev/pts/0: \r
1769397841.604514 /dev/pts/0: \n
1769397841.604517 /dev/pts/0: \033[K
1769397841.604520 /dev/pts/0: redrawing status
1769397841.604523 screen_redraw_draw_status: /dev/pts/0 @0
1769397841.604527 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=27
1769397841.604530 tty_draw_line: defaults: fg=8, bg=8
1769397841.604534 utf8_to_data: 4100005b -> (1 1 [)
1769397841.604538 utf8_to_data: 41000030 -> (1 1 0)
1769397841.604541 utf8_to_data: 4100005d -> (1 1 ])
1769397841.604544 utf8_to_data: 41000020 -> (1 1  )
1769397841.604548 utf8_to_data: 41000030 -> (1 1 0)
1769397841.604551 utf8_to_data: 4100003a -> (1 1 :)
1769397841.604555 utf8_to_data: 41000062 -> (1 1 b)
1769397841.604562 utf8_to_data: 41000061 -> (1 1 a)
1769397841.604565 utf8_to_data: 41000073 -> (1 1 s)
1769397841.604569 utf8_to_data: 41000068 -> (1 1 h)
1769397841.604572 utf8_to_data: 4100002a -> (1 1 *)
1769397841.604575 utf8_to_data: 41000020 -> (1 1  )
1769397841.604578 utf8_to_data: 41000020 -> (1 1  )
1769397841.604581 utf8_to_data: 41000020 -> (1 1  )
1769397841.604585 utf8_to_data: 41000020 -> (1 1  )
1769397841.604588 utf8_to_data: 41000020 -> (1 1  )
1769397841.604591 utf8_to_data: 41000020 -> (1 1  )
1769397841.604594 utf8_to_data: 41000020 -> (1 1  )
1769397841.604597 utf8_to_data: 41000020 -> (1 1  )
1769397841.604601 utf8_to_data: 41000020 -> (1 1  )
1769397841.604604 utf8_to_data: 41000020 -> (1 1  )
1769397841.604607 utf8_to_data: 41000020 -> (1 1  )
1769397841.604610 utf8_to_data: 41000020 -> (1 1  )
1769397841.604613 utf8_to_data: 41000020 -> (1 1  )
1769397841.604616 utf8_to_data: 41000020 -> (1 1  )
1769397841.604620 utf8_to_data: 41000020 -> (1 1  )
1769397841.604623 utf8_to_data: 41000020 -> (1 1  )
1769397841.604626 utf8_to_data: 41000020 -> (1 1  )
1769397841.604629 utf8_to_data: 41000020 -> (1 1  )
1769397841.604632 utf8_to_data: 41000020 -> (1 1  )
1769397841.604636 utf8_to_data: 41000020 -> (1 1  )
1769397841.604639 utf8_to_data: 41000020 -> (1 1  )
1769397841.604642 utf8_to_data: 41000020 -> (1 1  )
1769397841.604649 utf8_to_data: 41000020 -> (1 1  )
1769397841.604653 utf8_to_data: 41000020 -> (1 1  )
1769397841.604656 utf8_to_data: 41000020 -> (1 1  )
1769397841.604659 utf8_to_data: 41000020 -> (1 1  )
1769397841.604662 utf8_to_data: 41000020 -> (1 1  )
1769397841.604665 utf8_to_data: 41000020 -> (1 1  )
1769397841.604669 utf8_to_data: 41000020 -> (1 1  )
1769397841.604672 utf8_to_data: 41000020 -> (1 1  )
1769397841.604675 utf8_to_data: 41000020 -> (1 1  )
1769397841.604678 utf8_to_data: 41000020 -> (1 1  )
1769397841.604682 utf8_to_data: 41000020 -> (1 1  )
1769397841.604685 utf8_to_data: 41000020 -> (1 1  )
1769397841.604688 utf8_to_data: 41000020 -> (1 1  )
1769397841.604691 utf8_to_data: 41000020 -> (1 1  )
1769397841.604695 utf8_to_data: 41000020 -> (1 1  )
1769397841.604698 utf8_to_data: 41000020 -> (1 1  )
1769397841.604701 utf8_to_data: 41000020 -> (1 1  )
1769397841.604704 utf8_to_data: 41000020 -> (1 1  )
1769397841.604708 utf8_to_data: 41000020 -> (1 1  )
1769397841.604711 utf8_to_data: 41000020 -> (1 1  )
1769397841.604714 utf8_to_data: 41000020 -> (1 1  )
1769397841.604718 utf8_to_data: 41000020 -> (1 1  )
1769397841.604721 utf8_to_data: 41000020 -> (1 1  )
1769397841.604724 utf8_to_data: 41000020 -> (1 1  )
1769397841.604727 utf8_to_data: 41000020 -> (1 1  )
1769397841.604731 utf8_to_data: 41000020 -> (1 1  )
1769397841.604734 utf8_to_data: 41000020 -> (1 1  )
1769397841.604737 utf8_to_data: 41000020 -> (1 1  )
1769397841.604740 utf8_to_data: 41000020 -> (1 1  )
1769397841.604744 utf8_to_data: 41000020 -> (1 1  )
1769397841.604747 utf8_to_data: 41000020 -> (1 1  )
1769397841.604750 utf8_to_data: 41000020 -> (1 1  )
1769397841.604754 utf8_to_data: 41000020 -> (1 1  )
1769397841.604757 utf8_to_data: 41000020 -> (1 1  )
1769397841.604760 utf8_to_data: 41000020 -> (1 1  )
1769397841.604763 utf8_to_data: 41000020 -> (1 1  )
1769397841.604767 utf8_to_data: 41000020 -> (1 1  )
1769397841.604770 utf8_to_data: 41000020 -> (1 1  )
1769397841.604773 utf8_to_data: 41000020 -> (1 1  )
1769397841.604776 utf8_to_data: 41000020 -> (1 1  )
1769397841.604780 utf8_to_data: 41000020 -> (1 1  )
1769397841.604783 utf8_to_data: 41000020 -> (1 1  )
1769397841.604786 utf8_to_data: 41000020 -> (1 1  )
1769397841.604789 utf8_to_data: 41000020 -> (1 1  )
1769397841.604793 utf8_to_data: 41000020 -> (1 1  )
1769397841.604796 utf8_to_data: 41000020 -> (1 1  )
1769397841.604799 utf8_to_data: 41000020 -> (1 1  )
1769397841.604802 utf8_to_data: 41000020 -> (1 1  )
1769397841.604806 utf8_to_data: 41000020 -> (1 1  )
1769397841.604809 utf8_to_data: 41000020 -> (1 1  )
1769397841.604812 utf8_to_data: 41000020 -> (1 1  )
1769397841.604815 utf8_to_data: 41000020 -> (1 1  )
1769397841.604818 utf8_to_data: 41000020 -> (1 1  )
1769397841.604821 utf8_to_data: 41000020 -> (1 1  )
1769397841.604825 utf8_to_data: 41000020 -> (1 1  )
1769397841.604828 utf8_to_data: 41000020 -> (1 1  )
1769397841.604831 utf8_to_data: 41000022 -> (1 1 ")
1769397841.604834 utf8_to_data: 4100006d -> (1 1 m)
1769397841.604838 utf8_to_data: 4100006b -> (1 1 k)
1769397841.604841 utf8_to_data: 4100002d -> (1 1 -)
1769397841.604844 utf8_to_data: 41000054 -> (1 1 T)
1769397841.604847 utf8_to_data: 41000068 -> (1 1 h)
1769397841.604850 utf8_to_data: 41000069 -> (1 1 i)
1769397841.604854 utf8_to_data: 4100006e -> (1 1 n)
1769397841.604857 utf8_to_data: 4100006b -> (1 1 k)
1769397841.604860 utf8_to_data: 41000043 -> (1 1 C)
1769397841.604863 utf8_to_data: 41000065 -> (1 1 e)
1769397841.604866 utf8_to_data: 4100006e -> (1 1 n)
1769397841.604870 utf8_to_data: 41000074 -> (1 1 t)
1769397841.604873 utf8_to_data: 41000072 -> (1 1 r)
1769397841.604876 utf8_to_data: 41000065 -> (1 1 e)
1769397841.604879 utf8_to_data: 4100002d -> (1 1 -)
1769397841.604882 utf8_to_data: 4100004d -> (1 1 M)
1769397841.604885 utf8_to_data: 41000039 -> (1 1 9)
1769397841.604889 utf8_to_data: 41000030 -> (1 1 0)
1769397841.604892 utf8_to_data: 41000030 -> (1 1 0)
1769397841.604895 utf8_to_data: 41000022 -> (1 1 ")
1769397841.604898 utf8_to_data: 41000020 -> (1 1  )
1769397841.604901 utf8_to_data: 41000031 -> (1 1 1)
1769397841.604908 utf8_to_data: 41000030 -> (1 1 0)
1769397841.604911 utf8_to_data: 4100003a -> (1 1 :)
1769397841.604915 utf8_to_data: 41000032 -> (1 1 2)
1769397841.604918 utf8_to_data: 41000034 -> (1 1 4)
1769397841.604921 utf8_to_data: 41000020 -> (1 1  )
1769397841.604924 utf8_to_data: 41000032 -> (1 1 2)
1769397841.604927 utf8_to_data: 41000036 -> (1 1 6)
1769397841.604931 utf8_to_data: 4100002d -> (1 1 -)
1769397841.604934 utf8_to_data: 4100004a -> (1 1 J)
1769397841.604937 utf8_to_data: 41000061 -> (1 1 a)
1769397841.604940 utf8_to_data: 4100006e -> (1 1 n)
1769397841.604944 utf8_to_data: 4100002d -> (1 1 -)
1769397841.604947 utf8_to_data: 41000032 -> (1 1 2)
1769397841.604950 utf8_to_data: 41000036 -> (1 1 6)
1769397841.604955 /dev/pts/0: \033[30m
1769397841.604960 /dev/pts/0: \033[42m
1769397841.604963 /dev/pts/0: \r
1769397841.604966 /dev/pts/0: \n
1769397841.604970 /dev/pts/0: [0] 0:bash*                                                                              "mk-ThinkCentre-M900" 10:24 26-Jan-26
1769397841.604974 /dev/pts/0: \033(B\033[m
1769397841.604978 /dev/pts/0: \033[?12l\033[?25h
1769397841.604981 /dev/pts/0: current mode WRAP
1769397841.604984 /dev/pts/0: setting mode CURSOR,WRAP
1769397841.604988 /dev/pts/0: redraw added 295 bytes
1769397841.604992 server_client_reset_state: client /dev/pts/0 mode CURSOR,WRAP
1769397841.604995 server_client_reset_state: cursor to 0,0
1769397841.604999 /dev/pts/0: \033[1;1H
1769397841.605004 server_client_check_pane_buffer: pane %0 is on
1769397841.605008 @0 active pane not changed
1769397841.605023 /dev/pts/0: wrote 301 bytes (of 301)
1769397841.605027 /dev/pts/0: waiting for redraw, 0 bytes left
1769397841.605030 redraw timer fired
1769397841.605034 cmdq_next <global>: empty
1769397841.605037 cmdq_next </dev/pts/0>: empty
1769397841.605041 server_client_reset_state: client /dev/pts/0 mode CURSOR,WRAP
1769397841.605044 server_client_reset_state: cursor to 0,0
1769397841.605048 server_client_check_pane_buffer: pane %0 is on
1769397841.605052 @0 active pane not changed
1769397841.748342 /dev/pts/0: read 68 bytes (already 0)
1769397841.748373 /dev/pts/0: keys are 68 (\033[?1;2c\033[>0;276;0c\033]10;rgb:cccc/cccc/cccc\033\\\033]11;rgb:1818/1818/1818\033\\)
1769397841.748380 /dev/pts/0: received primary DA \033[?1;2c
1769397841.748387 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,title
1769397841.748392 /dev/pts/0: \033[?7727h
1769397841.748398 /dev/pts/0: \033(B\033[m
1769397841.748402 /dev/pts/0: \033[?12l\033[?25h
1769397841.748405 /dev/pts/0: current mode ALL
1769397841.748409 /dev/pts/0: setting mode CURSOR
1769397841.748412 /dev/pts/0: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1769397841.748419 /dev/pts/0: \033[1;1H
1769397841.748423 /dev/pts/0: \033[1;28r
1769397841.748439 /dev/pts/0: complete key \033[?1;2c 0xfe000000000
1769397841.748447 /dev/pts/0: keys are 61 (\033[>0;276;0c\033]10;rgb:cccc/cccc/cccc\033\\\033]11;rgb:1818/1818/1818\033\\)
1769397841.748451 /dev/pts/0: received secondary DA \033[>0;276;0c
1769397841.748455 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,title
1769397841.748459 /dev/pts/0: \033[?7727h
1769397841.748462 /dev/pts/0: \033(B\033[m
1769397841.748465 /dev/pts/0: \033[?12l\033[?25h
1769397841.748468 /dev/pts/0: current mode ALL
1769397841.748471 /dev/pts/0: setting mode CURSOR
1769397841.748475 /dev/pts/0: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1769397841.748478 /dev/pts/0: \033[1;1H
1769397841.748482 /dev/pts/0: \033[1;28r
1769397841.748486 /dev/pts/0: complete key \033[>0;276;0c 0xfe000000000
1769397841.748489 /dev/pts/0: keys are 50 (\033]10;rgb:cccc/cccc/cccc\033\\\033]11;rgb:1818/1818/1818\033\\)
1769397841.748505 colour_parseX11: rgb:cccc/cccc/cccc = #cccccc
1769397841.748509 /dev/pts/0: foreground is #cccccc
1769397841.748513 /dev/pts/0: complete key \033]10;rgb:cccc/cccc/cccc\033\\ 0xfe000000000
1769397841.748516 /dev/pts/0: keys are 25 (\033]11;rgb:1818/1818/1818\033\\)
1769397841.748520 colour_parseX11: rgb:1818/1818/1818 = #181818
1769397841.748524 /dev/pts/0: background is #181818
1769397841.748538 /dev/pts/0: complete key \033]11;rgb:1818/1818/1818\033\\ 0xfe000000000
1769397841.748543 cmdq_next <global>: empty
1769397841.748546 cmdq_next </dev/pts/0>: empty
1769397841.748551 /dev/pts/0: redraw window status borders overlay panes
1769397841.748554 /dev/pts/0: redraw deferred (142 left)
1769397841.748558 redraw timer started
1769397841.748562 server_client_reset_state: client /dev/pts/0 mode CURSOR,WRAP
1769397841.748566 server_client_reset_state: cursor to 0,0
1769397841.748570 /dev/pts/0: \033[1;1H
1769397841.748574 /dev/pts/0: current mode CURSOR
1769397841.748578 /dev/pts/0: setting mode CURSOR,WRAP
1769397841.748583 server_client_check_pane_buffer: pane %0 is on
1769397841.748588 @0 active pane not changed
1769397841.748606 /dev/pts/0: wrote 148 bytes (of 148)
1769397841.748609 cmdq_next <global>: empty
1769397841.748613 cmdq_next </dev/pts/0>: empty
1769397841.748616 /dev/pts/0: redraw window status borders overlay panes
1769397841.748619 /dev/pts/0: redraw needed
1769397841.748623 status_redraw enter
1769397841.748627 format_defaults: c=/dev/pts/0
1769397841.748631 format_defaults: s=none
1769397841.748633 format_defaults: wl=none
1769397841.748636 format_defaults: wp=none
1769397841.748642 screen_write_start: size 126x1, no pane
1769397841.748646 screen_write_cursormove: from 0,0 to 0,0
1769397841.748700 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1769397841.748708 format_expand1: found #*1[
1769397841.748712 format_expand1: found #{}: E:status-left-style
1769397841.748716 format_replace: modifier 0 is E
1769397841.748724 format_replace: format 'status-left-style' found: default
1769397841.748728 format_expand1: expanding format: default
1769397841.748732 format_expand1: result is: default
1769397841.748735 format_replace: replaced 'E:status-left-style' with 'default'
1769397841.748739 format_expand1: found #*1[
1769397841.748743 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1769397841.748747 format_expand1: expanding format: #{status-left-length}
1769397841.748751 format_expand1: found #{}: status-left-length
1769397841.748756 format_replace: format 'status-left-length' found: 10
1769397841.748760 format_replace: replaced 'status-left-length' with '10'
1769397841.748763 format_expand1: result is: 10
1769397841.748766 format_replace: modifier 0 is T
1769397841.748770 format_replace: modifier 1 is =
1769397841.748773 format_replace: modifier 1 argument 0: 10
1769397841.748778 format_replace: format 'status-left' found: [#{session_name}] 
1769397841.749779 format_expand1: expanding format: [#{session_name}] 
1769397841.749796 format_expand1: found #{}: session_name
1769397841.749809 format_replace: format 'session_name' found: 0
1769397841.749813 format_replace: replaced 'session_name' with '0'
1769397841.749818 format_expand1: result is: [0] 
1769397841.749822 format_replace: applied length limit 10: [0] 
1769397841.749826 format_replace: replaced 'T;=/#{status-left-length}:status-left' with '[0] '
1769397841.749831 format_expand1: found #*1[
1769397841.749834 format_expand1: found #*1[
1769397841.749838 format_expand1: found #*1[
1769397841.749842 format_expand1: found #{}: status-justify
1769397841.749848 format_replace: format 'status-justify' found: left
1769397841.749852 format_replace: replaced 'status-justify' with 'left'
1769397841.749855 format_expand1: found #*1[
1769397841.749858 format_expand1: found #*1[
1769397841.749862 format_expand1: found #*1[
1769397841.749887 format_expand1: found #{}: W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}
1769397841.749893 format_replace: modifier 0 is W
1769397841.749901 format_loop_windows: window loop: 0 @0
1769397841.749905 format_defaults: c=/dev/pts/0
1769397841.749908 format_defaults: s=$0
1769397841.749911 format_defaults: wl=0
1769397841.749914 format_defaults: wp=none
1769397841.749924 format_expand1: expanding format: #[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}
1769397841.749931 format_expand1: found #*1[
1769397841.749935 format_expand1: found #{}: window_index
1769397841.749942 format_replace: format 'window_index' found: 0
1769397841.749946 format_replace: replaced 'window_index' with '0'
1769397841.749951 format_expand1: found #{}: ?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}
1769397841.749956 format_replace: condition is: #{!=:#{E:window-status-current-style},default}
1769397841.749963 format_expand1: expanding format: #{!=:#{E:window-status-current-style},default}
1769397841.749967 format_expand1: found #{}: !=:#{E:window-status-current-style},default
1769397841.749971 format_replace: modifier 0 is !=
1769397841.749975 format_expand1: expanding format: #{E:window-status-current-style}
1769397841.749979 format_expand1: found #{}: E:window-status-current-style
1769397841.749983 format_replace: modifier 0 is E
1769397841.749988 format_replace: format 'window-status-current-style' found: default
1769397841.750000 format_expand1: expanding format: default
1769397841.750003 format_expand1: result is: default
1769397841.750007 format_replace: replaced 'E:window-status-current-style' with 'default'
1769397841.750010 format_expand1: result is: default
1769397841.750014 format_expand1: expanding format: default
1769397841.750017 format_expand1: result is: default
1769397841.750020 format_replace: compare != left is: default
1769397841.750024 format_replace: compare != right is: default
1769397841.750027 format_replace: replaced '!=:#{E:window-status-current-style},default' with '0'
1769397841.750031 format_expand1: result is: 0
1769397841.750035 format_replace: condition '#{!=:#{E:window-status-current-style},default}' is false
1769397841.750038 format_expand1: expanding format: #{E:window-status-style}
1769397841.750042 format_expand1: found #{}: E:window-status-style
1769397841.750045 format_replace: modifier 0 is E
1769397841.750050 format_replace: format 'window-status-style' found: default
1769397841.750053 format_expand1: expanding format: default
1769397841.750056 format_expand1: result is: default
1769397841.750060 format_replace: replaced 'E:window-status-style' with 'default'
1769397841.750063 format_expand1: result is: default
1769397841.750068 format_replace: replaced '?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}' with 'default'
1769397841.750072 format_expand1: found #{}: ?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},
1769397841.750077 format_replace: condition is: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1769397841.750083 format_expand1: expanding format: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1769397841.750088 format_expand1: found #{}: &&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}
1769397841.750091 format_replace: modifier 0 is &&
1769397841.750095 format_expand1: expanding format: #{window_last_flag}
1769397841.750098 format_expand1: found #{}: window_last_flag
1769397841.750104 format_replace: format 'window_last_flag' found: 0
1769397841.750108 format_replace: replaced 'window_last_flag' with '0'
1769397841.750111 format_expand1: result is: 0
1769397841.750114 format_expand1: expanding format: #{!=:#{E:window-status-last-style},default}
1769397841.750118 format_expand1: found #{}: !=:#{E:window-status-last-style},default
1769397841.750122 format_replace: modifier 0 is !=
1769397841.750125 format_expand1: expanding format: #{E:window-status-last-style}
1769397841.750129 format_expand1: found #{}: E:window-status-last-style
1769397841.750132 format_replace: modifier 0 is E
1769397841.750137 format_replace: format 'window-status-last-style' found: default
1769397841.750140 format_expand1: expanding format: default
1769397841.750144 format_expand1: result is: default
1769397841.750147 format_replace: replaced 'E:window-status-last-style' with 'default'
1769397841.750151 format_expand1: result is: default
1769397841.750154 format_expand1: expanding format: default
1769397841.750157 format_expand1: result is: default
1769397841.750160 format_replace: compare != left is: default
1769397841.750164 format_replace: compare != right is: default
1769397841.750167 format_replace: replaced '!=:#{E:window-status-last-style},default' with '0'
1769397841.750171 format_expand1: result is: 0
1769397841.750174 format_replace: compare && left is: 0
1769397841.750177 format_replace: compare && right is: 0
1769397841.750181 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1769397841.750185 format_expand1: result is: 0
1769397841.750189 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1769397841.750193 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1769397841.750204 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1769397841.750213 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1769397841.750219 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1769397841.750224 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1769397841.750227 format_replace: modifier 0 is &&
1769397841.750231 format_expand1: expanding format: #{window_bell_flag}
1769397841.750235 format_expand1: found #{}: window_bell_flag
1769397841.750240 format_replace: format 'window_bell_flag' found: 0
1769397841.750244 format_replace: replaced 'window_bell_flag' with '0'
1769397841.750247 format_expand1: result is: 0
1769397841.750251 format_expand1: expanding format: #{!=:#{E:window-status-bell-style},default}
1769397841.750255 format_expand1: found #{}: !=:#{E:window-status-bell-style},default
1769397841.750258 format_replace: modifier 0 is !=
1769397841.750262 format_expand1: expanding format: #{E:window-status-bell-style}
1769397841.750265 format_expand1: found #{}: E:window-status-bell-style
1769397841.750269 format_replace: modifier 0 is E
1769397841.750273 format_replace: format 'window-status-bell-style' found: reverse
1769397841.750276 format_expand1: expanding format: reverse
1769397841.750280 format_expand1: result is: reverse
1769397841.750283 format_replace: replaced 'E:window-status-bell-style' with 'reverse'
1769397841.750286 format_expand1: result is: reverse
1769397841.750290 format_expand1: expanding format: default
1769397841.750293 format_expand1: result is: default
1769397841.750296 format_replace: compare != left is: reverse
1769397841.750299 format_replace: compare != right is: default
1769397841.750303 format_replace: replaced '!=:#{E:window-status-bell-style},default' with '1'
1769397841.750306 format_expand1: result is: 1
1769397841.750309 format_replace: compare && left is: 0
1769397841.750313 format_replace: compare && right is: 1
1769397841.750317 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1769397841.750320 format_expand1: result is: 0
1769397841.750324 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1769397841.750328 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1769397841.750334 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1769397841.750339 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1769397841.750346 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1769397841.750351 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1769397841.750356 format_replace: modifier 0 is &&
1769397841.750361 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1769397841.750366 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1769397841.750369 format_replace: modifier 0 is ||
1769397841.750373 format_expand1: expanding format: #{window_activity_flag}
1769397841.750376 format_expand1: found #{}: window_activity_flag
1769397841.750382 format_replace: format 'window_activity_flag' found: 0
1769397841.750386 format_replace: replaced 'window_activity_flag' with '0'
1769397841.750389 format_expand1: result is: 0
1769397841.750392 format_expand1: expanding format: #{window_silence_flag}
1769397841.750411 format_expand1: found #{}: window_silence_flag
1769397841.750416 format_replace: format 'window_silence_flag' found: 0
1769397841.750420 format_replace: replaced 'window_silence_flag' with '0'
1769397841.750423 format_expand1: result is: 0
1769397841.750437 format_replace: compare || left is: 0
1769397841.750444 format_replace: compare || right is: 0
1769397841.750448 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1769397841.750451 format_expand1: result is: 0
1769397841.750455 format_expand1: expanding format: #{!=:#{E:window-status-activity-style},default}
1769397841.750459 format_expand1: found #{}: !=:#{E:window-status-activity-style},default
1769397841.750462 format_replace: modifier 0 is !=
1769397841.750466 format_expand1: expanding format: #{E:window-status-activity-style}
1769397841.750469 format_expand1: found #{}: E:window-status-activity-style
1769397841.750473 format_replace: modifier 0 is E
1769397841.750477 format_replace: format 'window-status-activity-style' found: reverse
1769397841.750481 format_expand1: expanding format: reverse
1769397841.750484 format_expand1: result is: reverse
1769397841.750488 format_replace: replaced 'E:window-status-activity-style' with 'reverse'
1769397841.750491 format_expand1: result is: reverse
1769397841.750494 format_expand1: expanding format: default
1769397841.750497 format_expand1: result is: default
1769397841.750501 format_replace: compare != left is: reverse
1769397841.750504 format_replace: compare != right is: default
